BusinessEntityID,OrganizationLevel,JobTitle,BirthDate,MaritalStatus,Gender,HireDate,SalariedFlag,CurrentFlag,PersonType,Department,GroupName,StartDate,Rate,PayFrequency
224,3,Scheduling Assistant,06/11/1981,M,M,07/01/2009,0,1,EM,Production Control,Manufacturing,01/09/2011,16,2
225,3,Scheduling Assistant,29/03/1984,M,M,13/02/2009,0,1,EM,Production Control,Manufacturing,13/02/2009,16,2
226,3,Scheduling Assistant,11/08/1984,M,M,03/03/2009,0,1,EM,Production Control,Manufacturing,03/03/2009,16,2
227,2,Facilities Manager,18/02/1971,M,M,02/12/2009,1,1,EM,Facilities and Maintenance,Executive General and Administration,02/12/2009,24.0385,2
228,3,Maintenance Supervisor,18/01/1976,M,M,14/12/2008,1,1,EM,Facilities and Maintenance,Executive General and Administration,14/12/2008,20.4327,2
229,4,Janitor,31/07/1970,M,F,16/02/2010,0,1,EM,Facilities and Maintenance,Executive General and Administration,16/02/2010,9.25,1
230,4,Janitor,17/12/1971,M,M,05/03/2010,0,1,EM,Facilities and Maintenance,Executive General and Administration,05/03/2010,9.25,1
231,4,Janitor,24/04/1954,M,F,07/03/2010,0,1,EM,Facilities and Maintenance,Executive General and Administration,07/03/2010,9.25,1
232,4,Janitor,03/12/1970,S,M,27/01/2010,0,1,EM,Facilities and Maintenance,Executive General and Administration,27/01/2010,9.25,1
233,3,Facilities Administrative Assistant,27/08/1971,M,M,21/12/2009,0,1,EM,Facilities and Maintenance,Executive General and Administration,21/12/2009,9.75,2
234,1,Chief Financial Officer,06/01/1976,M,F,31/01/2009,1,1,EM,Executive,Executive General and Administration,14/11/2013,60.0962,2
235,2,Human Resources Manager,11/02/1976,M,F,06/12/2008,1,1,EM,Human Resources,Executive General and Administration,06/12/2008,27.1394,2
236,3,Human Resources Administrative Assistant,16/04/1976,S,M,25/02/2009,0,1,EM,Human Resources,Executive General and Administration,25/02/2009,13.9423,2
237,3,Human Resources Administrative Assistant,17/04/1977,S,M,06/02/2009,0,1,EM,Human Resources,Executive General and Administration,06/02/2009,13.9423,2
238,3,Recruiter,01/08/1984,S,M,01/01/2009,0,1,EM,Human Resources,Executive General and Administration,01/01/2009,18.2692,2
239,3,Benefits Specialist,20/11/1984,M,F,25/12/2008,0,1,EM,Human Resources,Executive General and Administration,25/12/2008,16.5865,2
240,3,Recruiter,18/07/1978,S,M,13/12/2008,0,1,EM,Human Resources,Executive General and Administration,13/12/2008,18.2692,2
241,2,Accounts Manager,08/07/1983,M,M,30/01/2009,1,1,EM,Finance,Executive General and Administration,30/01/2009,34.7356,2
242,3,Accounts Receivable Specialist,06/03/1976,M,F,18/12/2008,0,1,EM,Finance,Executive General and Administration,18/12/2008,19,2
243,3,Accounts Receivable Specialist,23/02/1976,S,F,06/01/2009,0,1,EM,Finance,Executive General and Administration,06/01/2009,19,2
244,3,Accounts Receivable Specialist,20/09/1984,S,M,24/01/2009,0,1,EM,Finance,Executive General and Administration,24/01/2009,19,2
245,3,Accountant,04/01/1976,M,F,18/02/2009,1,1,EM,Finance,Executive General and Administration,18/02/2009,26.4423,2
246,3,Accounts Payable Specialist,14/02/1977,M,M,11/02/2009,0,1,EM,Finance,Executive General and Administration,11/02/2009,19,2
247,3,Accounts Payable Specialist,09/03/1979,M,F,01/03/2009,0,1,EM,Finance,Executive General and Administration,01/03/2009,19,2
248,3,Accountant,01/07/1979,S,M,08/03/2009,1,1,EM,Finance,Executive General and Administration,08/03/2009,26.4423,2
249,2,Finance Manager,11/10/1984,S,F,25/12/2008,1,1,EM,Finance,Executive General and Administration,25/12/2008,43.2692,2
250,3,Purchasing Manager,10/02/1978,S,F,25/02/2011,1,1,EM,Purchasing,Inventory Management,15/07/2012,30,2
251,4,Buyer,17/08/1984,S,M,10/02/2009,0,1,EM,Purchasing,Inventory Management,10/02/2009,18.2692,2
252,4,Buyer,21/08/1974,M,M,28/02/2009,0,1,EM,Purchasing,Inventory Management,28/02/2009,18.2692,2
253,4,Buyer,30/11/1970,M,F,17/12/2009,0,1,EM,Purchasing,Inventory Management,17/12/2009,18.2692,2
254,4,Buyer,24/11/1970,M,M,04/01/2010,0,1,EM,Purchasing,Inventory Management,04/01/2010,18.2692,2
255,4,Buyer,29/11/1966,M,M,11/01/2010,0,1,EM,Purchasing,Inventory Management,11/01/2010,18.2692,2
256,4,Buyer,12/05/1952,M,M,23/01/2010,0,1,EM,Purchasing,Inventory Management,23/01/2010,18.2692,2
257,4,Buyer,17/09/1972,S,M,27/01/2010,0,1,EM,Purchasing,Inventory Management,27/01/2010,18.2692,2
258,4,Buyer,04/01/1971,S,F,31/01/2010,0,1,EM,Purchasing,Inventory Management,31/01/2010,18.2692,2
259,4,Buyer,03/06/1973,M,M,09/03/2010,0,1,EM,Purchasing,Inventory Management,09/03/2010,18.2692,2
260,4,Purchasing Assistant,29/01/1978,M,F,06/12/2010,0,1,EM,Purchasing,Inventory Management,06/12/2010,12.75,2
261,4,Purchasing Assistant,17/01/1978,M,M,25/12/2010,0,1,EM,Purchasing,Inventory Management,25/12/2010,12.75,2
262,2,Assistant to the Chief Financial Officer,21/06/1964,S,M,12/01/2009,0,1,EM,Finance,Executive General and Administration,12/01/2009,13.4615,2
263,1,Information Services Manager,13/12/1975,S,F,11/12/2008,1,1,EM,Information Services,Executive General and Administration,11/12/2008,50.4808,2
264,2,Network Manager,25/03/1984,S,F,04/02/2009,1,1,EM,Information Services,Executive General and Administration,04/02/2009,39.6635,2
265,3,Network Administrator,27/03/1977,S,M,04/12/2008,0,1,EM,Information Services,Executive General and Administration,04/12/2008,32.4519,2
266,3,Network Administrator,28/05/1980,S,M,23/02/2009,0,1,EM,Information Services,Executive General and Administration,23/02/2009,32.4519,2
267,2,Application Specialist,19/05/1978,S,F,16/02/2009,1,1,EM,Information Services,Executive General and Administration,16/02/2009,27.4038,2
268,2,Application Specialist,13/03/1988,S,M,03/02/2009,1,1,EM,Information Services,Executive General and Administration,03/02/2009,27.4038,2
269,2,Application Specialist,26/05/1987,M,M,11/01/2009,1,1,EM,Information Services,Executive General and Administration,11/01/2009,27.4038,2
270,2,Database Administrator,17/05/1975,S,M,17/01/2009,1,1,EM,Information Services,Executive General and Administration,17/01/2009,38.4615,2
271,2,Database Administrator,06/01/1976,M,M,22/01/2009,1,1,EM,Information Services,Executive General and Administration,22/01/2009,38.4615,2
272,2,Application Specialist,30/01/1985,M,F,23/12/2008,1,1,EM,Information Services,Executive General and Administration,23/12/2008,27.4038,2
273,1,Vice President of Sales,06/06/1977,S,M,15/02/2011,1,1,EM,Sales,Sales and Marketing,15/02/2011,72.1154,2
274,2,North American Sales Manager,17/10/1951,M,M,04/01/2011,1,1,SP,Sales,Sales and Marketing,04/01/2011,48.101,2
275,3,Sales Representative,25/12/1968,S,M,31/05/2011,1,1,SP,Sales,Sales and Marketing,31/05/2011,23.0769,2
276,3,Sales Representative,27/02/1980,M,F,31/05/2011,1,1,SP,Sales,Sales and Marketing,31/05/2011,23.0769,2
277,3,Sales Representative,29/08/1962,S,F,31/05/2011,1,1,SP,Sales,Sales and Marketing,31/05/2011,23.0769,2
278,3,Sales Representative,04/02/1975,M,M,31/05/2011,1,1,SP,Sales,Sales and Marketing,31/05/2011,23.0769,2
279,3,Sales Representative,18/01/1974,M,M,31/05/2011,1,1,SP,Sales,Sales and Marketing,31/05/2011,23.0769,2
280,3,Sales Representative,06/12/1974,S,F,31/05/2011,1,1,SP,Sales,Sales and Marketing,31/05/2011,23.0769,2
281,3,Sales Representative,09/03/1968,M,M,31/05/2011,1,1,SP,Sales,Sales and Marketing,31/05/2011,23.0769,2
282,3,Sales Representative,11/12/1963,M,M,31/05/2011,1,1,SP,Sales,Sales and Marketing,31/05/2011,23.0769,2
283,3,Sales Representative,11/02/1974,S,M,31/05/2011,1,1,SP,Sales,Sales and Marketing,31/05/2011,23.0769,2
284,3,Sales Representative,05/01/1978,M,M,30/09/2012,1,1,SP,Sales,Sales and Marketing,30/09/2012,23.0769,2
285,2,Pacific Sales Manager,11/01/1975,M,M,14/03/2013,1,1,SP,Sales,Sales and Marketing,14/03/2013,48.101,2
286,3,Sales Representative,14/02/1977,S,F,30/05/2013,1,1,SP,Sales,Sales and Marketing,30/05/2013,23.0769,2
287,2,European Sales Manager,20/09/1957,M,F,16/04/2012,1,1,SP,Sales,Sales and Marketing,16/04/2012,48.101,2
288,3,Sales Representative,09/07/1975,S,F,30/05/2013,1,1,SP,Sales,Sales and Marketing,30/05/2013,23.0769,2
289,3,Sales Representative,17/03/1968,M,F,30/05/2012,1,1,SP,Sales,Sales and Marketing,30/05/2012,23.0769,2
290,3,Sales Representative,30/09/1975,S,M,30/05/2012,1,1,SP,Sales,Sales and Marketing,30/05/2012,23.0769,2
